"name","class","spec","realm","region","guild","faction","zone","encounter","duration","percentile","dps","ilvl","encounter_id","character_id","date","zone_id","report_id","report_fight_id","guild_id"
Akkromadruid,Druid,Feral,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Anub'arak,328.767,40.59062,8623.231,241,645,74420664,2023-07-26 02:19:15.025,1018,nYmjG9vgAaw6tCBN,22,702370
Andromeða,Shaman,Elemental,faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,268.259,74.114685,8740.023,246,629,75723442,2023-09-22 00:04:34.882,1018,bPTn7JKgLwh4Gxar,2,702370
Andromeða,Shaman,Elemental,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Lord Jaraxxus,130.343,80.51702,10996.072,246,633,75723442,2023-10-04 02:38:06.639,1018,"3DbnhLARyG8KCTpX",37,702370
Andromeða,Shaman,Elemental,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,130.931,78.711,14746.2705,246,641,75723442,2023-10-04 02:48:44.141,1018,"3DbnhLARyG8KCTpX",40,702370
Andromeða,Shaman,Elemental,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Anub'arak,270.377,82.3903,9027.358,246,645,75723442,2023-09-28 01:46:42.205,1018,dWkLXp3MByNgHwaG,17,702370
Bitonera,Warrior,Fury,faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,281.621,89.48112,9749.566,254,629,74360846,2023-09-28 00:29:40.256,1018,dWkLXp3MByNgHwaG,4,702370
Bitonera,Warrior,Fury,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,133.582,91.13488,16639.42,254,641,74360846,2023-09-28 00:48:16.424,1018,dWkLXp3MByNgHwaG,8,702370
Bitonera,Warrior,Fury,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Anub'arak,271.995,90.237785,9877.567,254,645,74360846,2023-09-28 01:03:51.235,1018,dWkLXp3MByNgHwaG,10,702370
Boigalinha,Druid,Balance,faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,286.422,80.96732,9103.467,250,629,75805542,2023-10-04 02:31:02.161,1018,"3DbnhLARyG8KCTpX",36,702370
Akimbru,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,278.734,81.84875,10145.566,242,629,75723721,2023-09-21 00:51:00.397,1018,JqMDWaYB7Pg4Kzm1,2,602367
Akimbru,Mage,Arcane,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,129.081,97.86105,14809.763,243,633,75723721,2023-09-06 00:10:57.063,1018,tjD3g6NTdLz19Y7w,3,602367
Akimbru,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,174.145,61.379467,13046.277,237,633,75723721,2023-07-11 00:12:37.437,1018,ZzLq3AQ8v6gcPaWf,3,602367
Chiquitto,Rogue,Combat,benediction,us,PAF,alliance,Trial of the Crusader,Anub'arak,299.74,32.932888,7473.497,240,645,76186153,2023-08-01 01:41:54.025,1018,bLdkAgHh8awWP36C,17,676493
Gaymingx,Priest,Shadow,benediction,us,PAF,alliance,Trial of the Crusader,Lord Jaraxxus,194.558,32.550667,7524.851,232,633,69214706,2023-08-29 00:27:25.015,1018,b9tTmjAH3ragzNRY,3,676493
Gaymingx,Priest,Shadow,benediction,us,PAF,alliance,Trial of the Crusader,The Northrend Beasts,330.826,35.79549,7214.2817,232,629,69214706,2023-08-15 00:36:16.313,1018,wJprKqVY38nX1GcF,2,676493
Fnordlock,Warlock,Demonology,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,The Northrend Beasts,337.02,58.038776,8100.129,243,629,61500311,2023-08-10 22:59:56.991,1018,FCnHt8GTmQVrdwXJ,2,601520
Verláris,Shaman,Enhancement,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,189.993,42.04901,9613.148,243,633,69281918,2023-10-07 01:10:28.905,1018,rg6DTNd4FqvmX1LQ,5,671740
Boigalinha,Druid,Balance,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Lord Jaraxxus,129.171,82.92891,10974.46,245,633,75805542,2023-09-22 00:11:05.524,1018,bPTn7JKgLwh4Gxar,3,702370
Boigalinha,Druid,Balance,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,130.931,97.12607,17033.422,250,641,75805542,2023-10-04 02:48:44.141,1018,"3DbnhLARyG8KCTpX",40,702370
Akimbru,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,150.379,56.93919,14193.172,242,641,75723721,2023-08-08 00:47:07.996,1018,KZ6r3NahG7DjgFVp,10,602367
Akimbru,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,290.555,54.929737,9295.473,242,645,75723721,2023-08-08 00:55:24.938,1018,KZ6r3NahG7DjgFVp,12,602367
Youbetimblut,DeathKnight,Frost,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,293.353,59.62811,7789.883,232,629,76212948,2023-07-26 01:56:06.415,1018,KkabvGq47nT1Vj2t,2,602367
Youbetimblut,DeathKnight,Unholy,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,133.268,60.394073,14582.436,241,641,76212948,2023-09-13 01:26:22.442,1018,b39QHvZxJ8LFatPc,6,602367
Zerêff,Druid,Balance,faerlina,us,Gratz,horde,Trial of the Crusader,Lord Jaraxxus,132.717,77.2521,10653.963,248,633,68238806,2023-09-10 01:13:12.910,1018,wBWYZ6pgf7jHvntN,26,632029
Zerêff,Druid,Balance,faerlina,us,Gratz,horde,Trial of the Crusader,Twin Val'kyr,141.989,84.80594,15415.116,248,641,68238806,2023-10-03 22:32:35.381,1018,"6Xtxg7vjwcNAHDqr",3,632029
Thânatos,Hunter,Survival,benediction,us,PAF,alliance,Trial of the Crusader,The Northrend Beasts,330.826,15.430292,6089.327,232,629,76252605,2023-08-15 00:36:16.313,1018,wJprKqVY38nX1GcF,2,676493
Netwölf,DeathKnight,Unholy,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,The Northrend Beasts,301.912,94.15054,11158.414,252,629,68110020,2023-08-22 23:06:20.598,1018,PazmMbNLrkRtWHn8,2,601520
Netwölf,DeathKnight,Unholy,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,Twin Val'kyr,134.617,96.336494,18145.992,252,641,68110020,2023-08-29 23:29:31.124,1018,"9kzM8yGNJDpTYCgr",6,601520
Fnordlock,Warlock,Demonology,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,Anub'arak,316.79,47.305668,8237.435,243,645,61500311,2023-08-03 23:41:09.490,1018,vRfmrT1BWXzNKFJL,7,601520
Stormzh,Hunter,Survival,faerlina,us,Confia,horde,Trial of the Crusader,Twin Val'kyr,174.819,86.24813,12619.938,247,641,76415271,2023-09-14 00:24:38.113,1018,XAx7pQPcvbhzKLFg,10,671729
Wasddots,Warlock,Affliction,faerlina,us,Confia,horde,Trial of the Crusader,Twin Val'kyr,158.803,51.065357,13422.284,245,641,76387583,2023-09-21 00:00:33.543,1018,w4ZV6K7JaQ1hXdrz,6,671729
Utanas,Warlock,Demonology,faerlina,us,Confia,horde,Trial of the Crusader,Lord Jaraxxus,200.399,2.806534,5304.378,222,633,74835421,2023-08-10 00:21:20.068,1018,JW6t7yRMaQdfCcPX,9,671729
Barrao,Druid,Feral,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,312.284,76.25842,10016.008,247,629,76323477,2023-09-12 23:09:36.477,1018,xVvbrQmwzn2YMAdB,2,708677
Barrao,Druid,Feral,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,170.88,50.768673,9931.227,247,633,76323477,2023-09-05 23:12:24.551,1018,JNxY4V6awkbFC9LH,3,708677
Frozenrune,DeathKnight,Frost,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,165.867,79.40372,14574.4,245,641,76327129,2023-08-23 00:03:34.828,1018,qmn3GR7DMPvpZKAz,7,708677
Frozenrune,DeathKnight,Frost,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,292.412,76.0436,9046.298,247,645,76327129,2023-09-27 00:04:41.233,1018,"18Yfv2FGzjdbhcHT",7,708677
Marcterror,Druid,Balance,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,312.284,55.94622,7969.5737,246,629,76327139,2023-09-12 23:09:36.477,1018,xVvbrQmwzn2YMAdB,2,708677
Marcterror,Druid,Balance,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,171.076,67.42021,10160.87,247,633,76327139,2023-10-03 23:13:01.808,1018,"2vbxLWpyJn9CkQa6",3,708677
Ruinter,Hunter,Survival,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,340.644,57.327774,8764.246,247,645,76345739,2023-10-06 00:01:13.529,1018,Qf2T8DxYyMgGjnaN,1,708677
Toxcizao,DeathKnight,Blood (DPS),faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,247.701,76.43249,8145.373,237,633,76361403,2023-09-14 23:31:12.900,1018,wJVPbjCTXKBW4qnr,7,708677
Toxcizao,DeathKnight,Frost,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,182.891,31.515236,11416.565,237,641,76361403,2023-09-08 00:01:26.721,1018,nH1aj8XWzgv4FCwB,9,708677
Akimbru,Mage,Arcane,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,257.44,86.66839,7973.745,243,645,75723721,2023-09-06 00:27:06.451,1018,tjD3g6NTdLz19Y7w,8,602367
Toxcizao,DeathKnight,Unholy,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,341.152,30.253428,8799.523,240,645,76361403,2023-09-29 01:00:36.336,1018,wYzJfbj3tcvAgR1Z,8,708677
Boigalinha,Druid,Balance,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Anub'arak,247.15,73.19917,8730.472,247,645,75805542,2023-09-27 00:30:01.275,1018,mw1p8JP6ZVqfgyWF,8,702370
Claudex,Paladin,Retribution,faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,268.259,84.95451,9148.038,246,629,74316561,2023-09-22 00:04:34.882,1018,bPTn7JKgLwh4Gxar,2,702370
Claudex,Paladin,Retribution,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Lord Jaraxxus,133.281,90.38129,11486.663,246,633,74316561,2023-09-06 01:49:46.102,1018,kLXKP2xwT8pRmcYt,19,702370
Claudex,Paladin,Retribution,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,130.931,93.831985,16811.771,246,641,74316561,2023-10-04 02:48:44.141,1018,"3DbnhLARyG8KCTpX",40,702370
Claudex,Paladin,Retribution,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Anub'arak,306.98,89.192276,9509.711,243,645,74316561,2023-07-17 00:32:37.846,1018,mK9hQFBvbTGWdpLC,1,702370
Boletão,Priest,Shadow,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,169.322,51.769253,8528.809,245,633,43732856,2023-08-08 00:27:58.570,1018,KZ6r3NahG7DjgFVp,5,602367
Boletão,Priest,Shadow,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,142.816,21.197622,7707.4556,241,641,43732856,2023-07-26 00:28:03.639,1018,zL6Yf8nVBj4CRDwh,6,602367
Chroonas,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,277.687,46.421635,8380.346,233,629,74323294,2023-08-23 00:01:56.925,1018,j8NBPrJYKh7gD31a,2,602367
Youbetimblut,DeathKnight,Frost,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,162.382,31.14116,11391.866,232,641,76212948,2023-07-26 02:14:46.880,1018,XACZLYcf1kxVybKz,6,602367
Youbetimblut,DeathKnight,Unholy,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,261.537,64.93092,9794.477,246,645,76212948,2023-09-27 01:43:42.278,1018,JqM9F8VjP14pvbXD,8,602367
Zerêff,Druid,Balance,faerlina,us,Gratz,horde,Trial of the Crusader,Anub'arak,276.515,75.420425,8791.451,249,645,68238806,2023-08-22 21:29:09.903,1018,YzMLCxZ6Bd8am7h3,5,632029
Zolaa,Shaman,Elemental,faerlina,us,Gratz,horde,Trial of the Crusader,The Northrend Beasts,285.024,13.182148,5664.3545,232,629,73403568,2023-08-08 22:19:19.022,1018,NwBL7QPDvjF3fK8M,17,632029
Thânatos,Hunter,Survival,benediction,us,PAF,alliance,Trial of the Crusader,Lord Jaraxxus,175.122,23.935904,7976.7075,232,633,76252605,2023-08-15 00:44:16.287,1018,wJprKqVY38nX1GcF,3,676493
Milkas,Druid,Balance,benediction,us,PAF,alliance,Trial of the Crusader,Twin Val'kyr,148.211,84.10188,15348.442,247,641,74855344,2023-09-19 20:13:44.769,1018,"1mWq7AbKawZ2vYrQ",7,676493
Milkas,Druid,Balance,benediction,us,PAF,alliance,Trial of the Crusader,Anub'arak,317.459,80.894356,8961.838,247,645,74855344,2023-09-18 00:20:09.727,1018,yxRwD2YqjWhJL8Hn,9,676493
Kelesh,Shaman,Enhancement,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,The Northrend Beasts,321.051,4.388578,4025.2568,237,629,66984966,2023-08-26 03:10:24.206,1018,"2KzQ31xgGhPdfJDy",2,601520
Verláris,Shaman,Enhancement,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,169.023,55.747,13977.353,243,641,69281918,2023-08-10 23:33:39.678,1018,ZDzRPFwG1JmbQBav,6,671740
Verláris,Shaman,Enhancement,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Anub'arak,324.522,21.903797,8119.5483,243,645,69281918,2023-08-10 23:44:50.120,1018,ZDzRPFwG1JmbQBav,8,671740
Ífood,Paladin,Retribution,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,478.06,27.084902,6244.84,234,629,76331092,2023-08-17 23:26:24.184,1018,"8BMc1jKmaTZCvA7x",6,708677
Ífood,Paladin,Retribution,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,190.926,47.80483,9169.893,241,633,76331092,2023-09-07 23:34:30.232,1018,nH1aj8XWzgv4FCwB,5,708677
Ífood,Paladin,Retribution,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,182.891,49.389526,13534.127,241,641,76331092,2023-09-08 00:01:26.721,1018,nH1aj8XWzgv4FCwB,9,708677
Ífood,Paladin,Retribution,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,319.024,4.772677,5678.25,241,645,76331092,2023-09-20 00:13:00.182,1018,mpbMXhn4LtrZN7wH,8,708677
Menyx,Warlock,Affliction,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,312.284,43.083065,8140.487,240,629,75961139,2023-09-12 23:09:36.477,1018,xVvbrQmwzn2YMAdB,2,708677
Danst,DeathKnight,Frost,faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,252.662,99.62163,11115.356,255,629,74360847,2023-09-27 00:05:41.510,1018,mw1p8JP6ZVqfgyWF,2,702370
Chroonas,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,143.21,40.479664,11244.683,233,633,74323294,2023-08-23 00:08:14.350,1018,j8NBPrJYKh7gD31a,3,602367
Coldfarto,Druid,Feral,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,277.687,87.87396,10572.233,250,629,65288422,2023-08-23 00:01:56.925,1018,j8NBPrJYKh7gD31a,2,602367
Coldfarto,Druid,Feral,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,132.742,95.97415,12396.378,248,633,65288422,2023-08-02 00:11:54.620,1018,GKt7R1gV3Hx4pQwc,13,602367
Coldfarto,Druid,Feral,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,135.782,82.82559,16441.17,251,641,65288422,2023-10-03 01:20:39.519,1018,NqFbVyPRv2AX3k6M,6,602367
Coldfarto,Druid,Feral,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,253.422,72.84539,9440.534,250,645,65288422,2023-09-05 02:35:52.418,1018,BkDA8ZG7TL6btdVa,7,602367
Toroquinho,Warrior,Fury,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,128.24,99.30897,14712.273,254,633,73977483,2023-09-13 01:18:35.399,1018,N4JQymhKTjMk2Zap,16,602367
Youbetimblut,DeathKnight,Frost,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,308.627,15.713592,7282.4673,232,645,76212948,2023-07-26 02:42:46.272,1018,KkabvGq47nT1Vj2t,9,602367
Badzombra,Rogue,Combat,faerlina,us,Blood Fury,horde,Trial of the Crusader,The Northrend Beasts,279.897,86.05065,9930.051,250,629,67170708,2023-08-08 23:57:08.391,1018,zDKLXc9r2PZ6gj7V,2,479641
Møghulkhan,Warlock,Demonology,faerlina,us,Gratz,horde,Trial of the Crusader,The Northrend Beasts,295.373,81.45961,8985.529,245,629,70680242,2023-08-08 21:21:45.923,1018,XhyH1TQdAWkjDtZV,2,632029
Møghulkhan,Warlock,Demonology,faerlina,us,Gratz,horde,Trial of the Crusader,Twin Val'kyr,150.548,84.2417,14553.677,245,641,70680242,2023-08-01 21:23:13.726,1018,Xa1LrPKbcfqBRDJH,7,632029
Møghulkhan,Warlock,Demonology,faerlina,us,Gratz,horde,Trial of the Crusader,Anub'arak,292.919,76.934135,8964.113,247,645,70680242,2023-09-05 23:15:26.273,1018,qTQRGgcN28PFD7Vb,9,632029
Duardinz,Warlock,Affliction,benediction,us,PAF,alliance,Trial of the Crusader,Twin Val'kyr,183.955,19.511696,10834.628,239,641,68114724,2023-07-18 01:00:57.814,1018,tKA7b28pXWyLr4j6,8,676493
Kelesh,Shaman,Elemental,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,Anub'arak,296.43,78.08371,8857.346,247,645,66984966,2023-10-07 03:44:50.072,1018,V4AbqWn13J6y8N2F,12,601520
Kosmos,Mage,Fire,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,The Northrend Beasts,337.02,65.59357,9313.765,241,629,74549097,2023-08-10 22:59:56.991,1018,FCnHt8GTmQVrdwXJ,2,601520
Kosmos,Mage,Fire,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,Twin Val'kyr,150.249,70.765594,15180.9795,241,641,74549097,2023-08-17 23:26:36.855,1018,tCR3bvz1pD48mgQn,9,601520
Damadepaus,Warlock,Affliction,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Anub'arak,299.768,69.81129,9438.826,246,645,69018762,2023-09-19 19:41:17.822,1018,DnxpLYZcCf26aQ3j,9,671740
Dënji,Rogue,Combat,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,273.472,93.11788,10520.124,252,629,73474849,2023-09-19 22:51:37.270,1018,v4wmjWzPDLMr6HYg,2,671740
Menyx,Warlock,Demonology,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,379.612,43.28018,7578.0195,239,629,75961139,2023-09-28 23:19:42.052,1018,Nfv8wbcPzVpZMk3y,2,708677
Nassinha,Druid,Balance,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,276.938,11.573864,6522.7017,240,645,68642603,2023-10-02 01:59:21.021,1018,AgtqFcHdBJp1hK2P,80,708677
Jeffão,Priest,Shadow,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,340.644,42.67888,7394.1504,245,645,76327132,2023-10-06 00:01:13.529,1018,Qf2T8DxYyMgGjnaN,1,708677
Ininaznob,Mage,Fire,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,431.33,4.8503027,5080.0625,234,629,76494713,2023-08-25 00:12:44.946,1018,wkgFvxGdZAC68VMK,2,708677
Ininaznob,Mage,Fire,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,201.442,2.6425512,4118.903,234,641,76494713,2023-08-25 01:15:38.298,1018,wkgFvxGdZAC68VMK,14,708677
Danst,DeathKnight,Frost,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,128.475,99.07885,17312.855,255,641,74360847,2023-09-13 00:16:35.103,1018,"3mWYDhVpLfq4RP1y",7,702370
Danst,DeathKnight,Frost,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Anub'arak,247.371,93.791336,9700.943,255,645,74360847,2023-09-13 00:23:07.480,1018,"3mWYDhVpLfq4RP1y",8,702370
Empdk,DeathKnight,Unholy,faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,287.39,79.379036,9747.382,248,629,70322167,2023-09-13 00:46:09.284,1018,"3mWYDhVpLfq4RP1y",10,702370
Empdk,DeathKnight,Unholy,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Lord Jaraxxus,120.71,86.21044,13162.422,248,633,70322167,2023-09-13 00:53:12.263,1018,"3mWYDhVpLfq4RP1y",11,702370
Empdk,DeathKnight,Unholy,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,149.615,79.60343,16029.977,252,641,70322167,2023-10-04 03:48:37.010,1018,PbN71qCJ83RtMWHc,7,702370
Empdk,DeathKnight,Frost,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,250.681,3.8023474,7114.783,234,641,70322167,2023-07-13 20:17:52.096,1018,mTXJw167hNPrdDAg,6,702370
Empdk,DeathKnight,Unholy,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Anub'arak,266.899,81.52242,10360.188,252,645,70322167,2023-10-04 03:53:53.923,1018,LPbkG8N6CWnKDyqY,8,702370
Badzombra,Rogue,Combat,faerlina,us,Blood Fury,horde,Trial of the Crusader,Anub'arak,145.132,98.26462,11290.866,256,645,67170708,2023-10-04 01:00:15.904,1018,HL7hk28wAGCK1aqW,28,479641
Darkash,DeathKnight,Unholy,benediction,us,PAF,alliance,Trial of the Crusader,Anub'arak,305.769,47.326214,9303.138,247,645,74654684,2023-09-24 23:45:44.796,1018,hyVX2QRATZJxfBgH,9,676493
Demonplay,Druid,Balance,benediction,us,PAF,alliance,Trial of the Crusader,The Northrend Beasts,348.162,82.93726,9223.039,247,629,74366198,2023-08-08 00:18:10.083,1018,dCxyAp4VR9aQKhg6,4,676493
Luizavb,Hunter,Survival,benediction,us,PAF,alliance,Trial of the Crusader,The Northrend Beasts,287.182,68.85272,9021.843,250,629,76182825,2023-10-04 16:34:38.157,1018,j2AFTkmtVYaND7Qf,2,676493
Amarál,Paladin,Retribution,benediction,us,PAF,alliance,Trial of the Crusader,Lord Jaraxxus,145.443,69.20861,10318.008,236,633,69612286,2023-09-24 13:18:15.563,1018,HADbWhZP28NqQf6C,3,676493
Dënji,Rogue,Assassination,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,297.834,82.364494,9456.99,251,629,73474849,2023-09-12 22:57:50.725,1018,x9bRgnJCVvk7NQP6,2,671740
Zebrasauce,Warlock,Affliction,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,517.011,1.2801563,2930.8477,238,629,76480225,2023-10-04 03:31:44.033,1018,MLYpZ8gfhtA9HXc7,6,708677
Zebrasauce,Warlock,Affliction,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,255.225,9.919738,6628.6255,238,633,76480225,2023-10-04 03:44:15.578,1018,MLYpZ8gfhtA9HXc7,7,708677
Tuskyna,Rogue,Combat,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,307.979,51.333977,8090.22,247,645,76358603,2023-10-03 23:42:05.322,1018,"7T14JhpdBWVjHcXL",7,708677
Zebraface,Warrior,Fury,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,255.081,26.256626,8136.074,245,645,76313957,2023-09-27 23:29:11.838,1018,AdaNP16K4nhCBLRQ,7,708677
Haxalock,Warlock,Demonology,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,324.447,44.42492,7620.4194,244,629,76327145,2023-08-29 23:25:06.605,1018,Vwb8T2kc4CWqt63H,2,708677
Barrão,DeathKnight,Frost,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,340.644,60.999638,8685.798,242,645,76318504,2023-10-06 00:01:13.529,1018,Qf2T8DxYyMgGjnaN,1,708677
Rithrael,Rogue,Combat,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,359.439,40.53919,7683.666,242,629,76374728,2023-09-02 02:02:53.561,1018,Q8Vkhna4XPc7qF12,4,708677
Rithrael,Rogue,Combat,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,195.672,54.836826,10207.664,245,633,76374728,2023-10-07 05:07:53.546,1018,LRJpw1nca2hAmPZr,5,708677
Rithrael,Rogue,Combat,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,298.004,28.1856,7294.828,245,645,76374728,2023-10-02 01:41:47.830,1018,ZPrNYXzCK9yTab2t,9,708677
Rommwin,Hunter,Survival,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,146.287,35.175594,8841.476,243,633,76321993,2023-10-07 23:26:39.600,1018,mCjpWRMyxrkKaDJN,3,708677
Ëlma,Warlock,Affliction,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,509.688,9.939626,6015.948,239,629,76159487,2023-09-29 20:19:09.862,1018,"6Wd7R9rwJcQvTLtH",20,708677
Ëlma,Warlock,Affliction,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,249.008,4.257078,7775.959,239,641,76159487,2023-09-29 21:03:39.525,1018,"6Wd7R9rwJcQvTLtH",26,708677
Geddx,Mage,Fire,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,267.781,18.212736,8686.431,236,633,76461059,2023-08-10 23:45:05.109,1018,MFW7PQKHhRtJgckf,3,708677
Steelzeto,Mage,Fire,faerlina,us,Blood Fury,horde,Trial of the Crusader,The Northrend Beasts,270.089,99.68453,12508.809,254,629,40709857,2023-09-05 23:03:18.340,1018,ZbNX47ADcmfvBdVt,3,479641
Jimmyoretri,Paladin,Retribution,faerlina,us,Confia,horde,Trial of the Crusader,Anub'arak,302.899,42.898064,8310.3545,238,645,76466568,2023-09-14 00:35:12.115,1018,XAx7pQPcvbhzKLFg,12,671729
Rukez,DeathKnight,Unholy,faerlina,us,despair,horde,Trial of the Crusader,Twin Val'kyr,106.704,98.32875,18899.602,257,641,75799508,2023-10-08 19:44:47.853,1018,qMm16dGXCkNJnRwZ,22,706604
Leopas,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,259.983,91.42758,10811.253,251,629,67310735,2023-09-21 00:02:43.621,1018,yZzYbFKCGnaqmg27,2,602367
Deadsec,Priest,Shadow,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,132.055,82.793,10063.02,238,633,41487127,2023-09-05 02:17:47.250,1018,"3rVnyPvjfqAG1xdK",3,602367
Deadsec,Priest,Shadow,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,145.387,57.213005,10654.446,239,641,41487127,2023-09-06 00:20:16.678,1018,tjD3g6NTdLz19Y7w,6,602367
